"Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Tax status","In stock?","Stock","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Sale price","Regular price","Categories","Tags","Images","Position","Brands","Parent","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Meta: _yoast_wpseo_title","Meta: _yoast_wpseo_metadesc","Meta: _yoast_wpseo_focuskw","Meta: _image_alt_text","Meta: cod_furnizor","Meta: batch_import"
"simple","MC-99918","Cadă de baie independentă din compozit carbon, formă barcă, exterior riflat, negru satinat","1","0","visible","Cadă de baie independentă (freestanding) cu formă elegantă de barcă și exterior riflat vertical, realizată din compozit din fibră de carbon, în finisaj negru satinat. Dimensiuni 1800x800x750 mm, ideală pentru băi de design.","<p>Cadă de baie de sine stătătoare (independentă), cu o formă sculpturală de barcă și exterior riflat (canelat) vertical, executată din compozit din fibră de carbon în finisaj negru satinat.</p>
<table>
<tbody>
<tr><th>Cod intern</th><td>MC-99918</td></tr>
<tr><th>Tip produs</th><td>Cadă de baie independentă (freestanding)</td></tr>
<tr><th>Material</th><td>Compozit din fibră de carbon</td></tr>
<tr><th>Finisaj / Culoare</th><td>Negru, satinat</td></tr>
<tr><th>Formă</th><td>Tip barcă, exterior riflat (canelat) vertical</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>1800 × 800 × 750 mm</td></tr>
<tr><th>Montaj</th><td>De sine stătătoare, amplasare liberă în spațiu</td></tr>
<tr><th>Scurgere</th><td>Orificiu de scurgere central, pregătit pentru ventil pop-up</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>1890 × 890 × 830 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","180.0","80.0","75.0","1","","18313","Baie > Căzi de baie > Căzi freestanding","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-99918/01.png, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-99918/02.jpg, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-99918/03.png","","","","Culoare","Negru","1","1","Finisaj","Satinat","1","1","Material","Compozit din fibră de carbon","1","1","Dimensiuni","1800 × 800 × 750 mm","1","1","Cadă freestanding compozit carbon, negru satinat 1800 mm","Cadă de baie independentă din compozit de fibră de carbon, formă barcă cu exterior riflat, finisaj negru satinat. Dimensiuni 1800x800x750 mm, pentru băi de design.","cadă freestanding negru","Cadă de baie independentă din compozit de carbon, formă barcă, exterior riflat, negru satinat, vedere de sus în unghi","MC-99918","import-2026-06"
"simple","MC-99911","Cadă de baie freestanding ovală, exterior riflat, compozit fibră de carbon, negru satinat 1700x800 mm","1","0","visible","Cadă de baie independentă (freestanding) cu formă ovală și exterior riflat (canelat), realizată din compozit din fibră de carbon, finisaj negru satinat. Dimensiuni 1700x800x580 mm, echipată cu ventil de scurgere pop-up.","<p>Cadă de baie independentă (freestanding) de design, cu formă ovală și exterior riflat (canelat), realizată din compozit din fibră de carbon în finisaj negru satinat.</p>
<table>
<thead>
<tr><th>Specificație</th><th>Valoare</th></tr>
</thead>
<tbody>
<tr><td>Cod intern</td><td>MC-99911</td></tr>
<tr><td>Tip produs</td><td>Cadă de baie independentă (freestanding)</td></tr>
<tr><td>Material</td><td>Compozit din fibră de carbon</td></tr>
<tr><td>Finisaj / Culoare</td><td>Negru, satinat</td></tr>
<tr><td>Formă</td><td>Ovală, exterior riflat (canelat)</td></tr>
<tr><td>Dimensiuni (L×l×Î)</td><td>1700 × 800 × 580 mm</td></tr>
<tr><td>Montaj</td><td>De sine stătătoare (freestanding), amplasare liberă</td></tr>
<tr><td>Echipare / Scurgere</td><td>Ventil cu scurgere pop-up</td></tr>
<tr><td>Dimensiuni ambalaj</td><td>1790 × 890 × 640 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","170.0","80.0","58.0","1","","16279","Baie > Căzi de baie > Căzi freestanding","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-99911/01.jpg, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-99911/02.png, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-99911/03.png","","","","Culoare","Negru","1","1","Finisaj","Satinat","1","1","Material","Compozit din fibră de carbon","1","1","Dimensiuni","1700 × 800 × 580 mm","1","1","Cadă freestanding ovală negru satinat 1700x800 mm","Cadă de baie independentă ovală, exterior riflat, compozit din fibră de carbon, finisaj negru satinat. Dimensiuni 1700x800x580 mm, scurgere pop-up.","cadă freestanding ovală neagră","Cadă de baie freestanding ovală neagră satinată cu exterior riflat, vedere frontală","MC-99911","import-2026-06"
"simple","MC-Z9979","Lavoar independent pe picior, conic riflat, negru satinat 500x500x900 mm","1","0","visible","Lavoar freestanding (independent, pe coloană) din compozit cu fibră de carbon, finisaj negru satinat și suprafață riflată verticală. Formă conică elegantă, dimensiuni 500x500x900 mm, ideal pentru băi de design.","<p>Lavoar de sine stătătoare (freestanding) cu corp conic și textură riflată verticală, realizat din compozit cu fibră de carbon în finisaj negru satinat, pentru un aspect contemporan de design.</p>
<table>
<tbody>
<tr><th>Cod intern</th><td>MC-Z9979</td></tr>
<tr><th>Tip produs</th><td>Lavoar independent pe picior (coloană / freestanding)</td></tr>
<tr><th>Material</th><td>Compozit din fibră de carbon</td></tr>
<tr><th>Finisaj / Culoare</th><td>Negru, satinat</td></tr>
<tr><th>Textură</th><td>Suprafață riflată (canelată) verticală</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>500 × 500 × 900 mm</td></tr>
<tr><th>Montaj</th><td>Independent, pe pardoseală (de sine stătător)</td></tr>
<tr><th>Scurgere</th><td>Orificiu de scurgere central în partea inferioară</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>590 × 590 × 990 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","50.0","50.0","90.0","1","","7115","Baie > Lavoare > Lavoare freestanding","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-Z9979/01.jpg, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-Z9979/02.png","","","","Culoare","Negru","1","1","Finisaj","Satinat","1","1","Material","Compozit din fibră de carbon","1","1","Dimensiuni","500 × 500 × 900 mm","1","1","Lavoar Freestanding Conic Riflat Negru Satinat 90 cm","Lavoar freestanding conic, riflat, din compozit cu fibră de carbon, finisaj negru satinat, 500x500x900 mm. Design contemporan pentru băi moderne.","lavoar freestanding negru","Lavoar freestanding conic negru satinat cu suprafață riflată, vedere apropiată","MC-Z9979","import-2026-06"
"simple","MC-99975","Cadă freestanding back-to-wall din compozit fibră de carbon, negru texturat țesătură, 1700x800 mm","1","0","visible","Cadă de baie independentă, lipită de perete (back-to-wall), realizată din compozit pe bază de fibră de carbon, în finisaj negru cu textură de țesătură. Formă rectangulară cu bazin oval interior, dimensiuni 1700x800x550 mm. Design contemporan, ideal pentru băi moderne cu poziționare pe lângă perete.","<p>Cadă de baie freestanding (independentă) de tip back-to-wall, lipită de perete, cu corp rectangular și bazin oval interior, executată din compozit pe bază de fibră de carbon în finisaj negru cu textură de țesătură.</p>
<table>
<tbody>
<tr><th>Cod intern</th><td>MC-99975</td></tr>
<tr><th>Tip produs</th><td>Cadă de baie independentă (freestanding), lipită de perete (back-to-wall)</td></tr>
<tr><th>Material</th><td>Compozit pe bază de fibră de carbon</td></tr>
<tr><th>Finisaj / Culoare</th><td>Negru, textură țesătură (cloth)</td></tr>
<tr><th>Formă</th><td>Corp rectangular cu bazin oval interior</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>1700 × 800 × 550 mm</td></tr>
<tr><th>Montaj</th><td>Pe pardoseală, lipită de perete (back-to-wall)</td></tr>
<tr><th>Echipare / Scurgere</th><td>Ventil cu scurgere pop-up</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>1790 × 890 × 640 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","170.0","80.0","55.0","1","","16279","Baie > Căzi de baie > Căzi freestanding","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-99975/01.jpg","","","","Culoare","Negru","1","1","Finisaj","Textură țesătură (cloth)","1","1","Material","Compozit din fibră de carbon","1","1","Dimensiuni","1700 × 800 × 550 mm","1","1","Cadă freestanding fibră de carbon negru 1700x800","Cadă de baie independentă back-to-wall din compozit fibră de carbon, negru cu textură țesătură, 1700x800x550 mm. Bazin oval, ventil pop-up. Design modern.","cadă freestanding fibră de carbon","Cadă de baie freestanding back-to-wall din compozit fibră de carbon, negru cu textură țesătură, formă rectangulară cu bazin oval, lângă perete cu baterie aurie","MC-99975","import-2026-06"
"simple","MC-99976","Cadă de baie independentă semirotundă din compozit fibră de carbon, negru textură țesătură, 1700x800 mm","1","0","visible","Cadă de baie independentă (freestanding) semirotundă, realizată din compozit pe bază de fibră de carbon, în finisaj negru cu textură de țesătură (cloth) și aspect lucios. Formă ovală modernă, dimensiuni 1700x800x550 mm, ideală pentru o baie de design.","<p>Cadă de baie independentă, de design, cu formă semirotundă (ovală) și corp din compozit pe bază de fibră de carbon, în finisaj negru cu textură de țesătură și suprafață lucioasă.</p>
<table>
<tbody>
<tr><th>Cod intern</th><td>MC-99976</td></tr>
<tr><th>Tip produs</th><td>Cadă de baie independentă (freestanding), semirotundă</td></tr>
<tr><th>Material</th><td>Compozit din fibră de carbon</td></tr>
<tr><th>Finisaj / Culoare</th><td>Negru, textură țesătură (cloth), aspect lucios</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>1700 × 800 × 550 mm</td></tr>
<tr><th>Montaj</th><td>De sine stătătoare (independentă), poziționare liberă în încăpere</td></tr>
<tr><th>Echipare / Scurgere</th><td>Orificiu de scurgere prevăzut; ventil cu scurgere pop-up recomandat (se achiziționează separat)</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>1790 × 890 × 640 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","170.0","80.0","55.0","1","","16279","Baie > Căzi de baie > Căzi freestanding","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-99976/01.jpg","","","","Culoare","Negru","1","1","Finisaj","Textură țesătură (cloth), lucios","1","1","Material","Compozit din fibră de carbon","1","1","Dimensiuni","1700 × 800 × 550 mm","1","1","Cadă independentă semirotundă fibră de carbon negru 1700","Cadă de baie independentă semirotundă din compozit fibră de carbon, negru cu textură țesătură, lucioasă. Dimensiuni 1700x800x550 mm, design freestanding.","cadă fibră de carbon","Cadă de baie independentă semirotundă din compozit fibră de carbon, negru cu textură țesătură, finisaj lucios","MC-99976","import-2026-06"
"simple","MC-G9905-3","Lavoar suspendat pe blat, dreptunghiular, compozit fibră de carbon, negru satinat 80 cm","1","0","visible","Lavoar suspendat pe blat, de design, cu corp dreptunghiular și bazin tip canal integrat. Realizat din compozit din fibră de carbon, finisaj negru cu textură țesătură (cloth), satinat. Dimensiuni 800x450x150 mm.","<p>Lavoar suspendat pe blat, de design, cu corp dreptunghiular, bazin tip canal integrat și margini stratificate, realizat din compozit din fibră de carbon cu finisaj negru, textură țesătură (cloth), satinat.</p>
<table>
<tbody>
<tr><th>Cod intern</th><td>MC-G9905-3</td></tr>
<tr><th>Tip produs</th><td>Lavoar suspendat pe blat</td></tr>
<tr><th>Material</th><td>Compozit din fibră de carbon</td></tr>
<tr><th>Finisaj / Culoare</th><td>Negru, textură țesătură (cloth), satinat</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>800 × 450 × 150 mm</td></tr>
<tr><th>Montaj</th><td>Suspendat, pe blat</td></tr>
<tr><th>Echipare / Scurgere</th><td>Bazin integrat, orificiu de scurgere central</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>890 × 540 × 240 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","80.0","45.0","15.0","1","","5413","Baie > Lavoare > Lavoare suspendate","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-G9905-3/01.jpg, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-G9905-3/02.png","","","","Culoare","Negru","1","1","Finisaj","Textură țesătură (cloth), satinat","1","1","Material","Compozit din fibră de carbon","1","1","Dimensiuni","800 × 450 × 150 mm","1","1","Lavoar suspendat pe blat negru satinat 80 cm","Lavoar suspendat pe blat, de design, din compozit fibră de carbon, negru cu textură țesătură satinată. Bazin dreptunghiular integrat, dimensiuni 800x450x150 mm.","lavoar suspendat pe blat negru","Lavoar suspendat pe blat din compozit fibră de carbon, negru satinat cu textură țesătură, vedere de sus","MC-G9905-3","import-2026-06"
"simple","MC-99908","Cadă freestanding ovală tip slipper din compozit fibră de carbon, negru cu textură țesătură, 1835x810 mm","1","0","visible","Cadă de baie independentă (freestanding) cu siluetă curbată tip slipper, realizată din compozit din fibră de carbon, în finisaj negru cu textură de țesătură. Dimensiuni 1835x810x750 mm. Element de design pentru băile contemporane.","<p>Cadă de baie independentă (freestanding) cu siluetă curbată tip slipper, realizată din compozit din fibră de carbon, finisaj negru cu textură de țesătură, gândită ca element central de design pentru băile moderne.</p>
<table>
<tbody>
<tr><th>Cod intern</th><td>MC-99908</td></tr>
<tr><th>Tip produs</th><td>Cadă de baie independentă (freestanding)</td></tr>
<tr><th>Material</th><td>Compozit din fibră de carbon</td></tr>
<tr><th>Finisaj / Culoare</th><td>Negru, textură țesătură (cloth)</td></tr>
<tr><th>Formă</th><td>Ovală, tip slipper (siluetă curbată)</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>1835 x 810 x 750 mm</td></tr>
<tr><th>Montaj</th><td>Pe pardoseală, amplasare liberă (independentă)</td></tr>
<tr><th>Echipare / Scurgere</th><td>Orificiu de scurgere pregătit pentru ventil cu sifon (baterie de cadă neinclusă)</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>1925 x 900 x 840 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","183.5","81.0","75.0","1","","16279","Baie > Căzi de baie > Căzi freestanding","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-99908/01.jpg","","","","Culoare","Negru","1","1","Finisaj","Textură țesătură (cloth)","1","1","Material","Compozit din fibră de carbon","1","1","Dimensiuni","1835 x 810 x 750 mm","1","1","Cadă freestanding fibră de carbon negru 1835 mm","Cadă de baie independentă (freestanding) din compozit din fibră de carbon, negru cu textură țesătură, formă ovală tip slipper, 1835x810x750 mm. Design contemporan.","cadă freestanding fibră de carbon","Cadă freestanding ovală tip slipper din compozit fibră de carbon, negru cu textură țesătură, vedere frontală","MC-99908","import-2026-06"
"simple","MC-A9978","Lavoar pe blat oval din compozit fibră de carbon, negru satinat","1","0","visible","Lavoar pe blat de design, formă ovală tip barcă, realizat din compozit cu fibră de carbon. Finisaj negru satinat cu textură de țesătură, ideal pentru o baie modernă și statement. Dimensiuni 600x350x190 mm.","<p>Lavoar pe blat de design, cu formă ovală tip barcă și textură remarcabilă de fibră de carbon, care transformă chiuveta într-un punct focal al băii.</p>
<table>
<tbody>
<tr><th>Cod intern</th><td>MC-A9978</td></tr>
<tr><th>Tip produs</th><td>Lavoar pe blat</td></tr>
<tr><th>Material</th><td>Compozit din fibră de carbon</td></tr>
<tr><th>Finisaj / Culoare</th><td>Negru, textură țesătură (cloth), satinat</td></tr>
<tr><th>Formă</th><td>Ovală, tip barcă</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>600 × 350 × 190 mm</td></tr>
<tr><th>Montaj</th><td>Pe blat (independent)</td></tr>
<tr><th>Scurgere</th><td>Orificiu central pentru ventil; baterie nu este inclusă</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>690 × 440 × 280 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","60.0","35.0","19.0","1","","2803","Baie > Lavoare > Lavoare pe blat","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-A9978/01.png, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-A9978/02.png, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-A9978/03.png","","","","Culoare","Negru","1","1","Finisaj","Satinat, textură țesătură (cloth)","1","1","Material","Compozit din fibră de carbon","1","1","Dimensiuni","600 × 350 × 190 mm","1","1","Lavoar pe blat oval negru, fibră de carbon | 600 mm","Lavoar pe blat oval din compozit cu fibră de carbon, negru satinat cu textură de țesătură. Design tip barcă, 600x350x190 mm, pentru băi moderne.","lavoar pe blat oval negru","Lavoar pe blat oval negru din compozit fibră de carbon, vedere de sus","MC-A9978","import-2026-06"
"simple","MC-ML07A","Oglindă LED ovală cu ceas și sistem dezaburire, ramă neagră textură țesătură","1","0","visible","Oglindă de baie ovală cu iluminare LED, ceas integrat și sistem de dezaburire, încadrată într-o ramă neagră cu textură de țesătură. Design modern, montaj suspendat pe perete, dimensiuni 400x800x56 mm.","<p>Oglindă de baie ovală, de design, cu iluminare LED perimetrală, ceas integrat și sistem de dezaburire, încadrată într-o ramă neagră cu textură de țesătură realizată din compozit de fibră de carbon.</p>
<table>
<tbody>
<tr><th>Cod intern</th><td>MC-ML07A</td></tr>
<tr><th>Tip produs</th><td>Oglindă LED cu ceas și sistem de dezaburire</td></tr>
<tr><th>Material ramă</th><td>Compozit din fibră de carbon</td></tr>
<tr><th>Finisaj / Culoare</th><td>Ramă neagră, textură țesătură (cloth)</td></tr>
<tr><th>Formă</th><td>Ovală</td></tr>
<tr><th>Iluminare</th><td>LED perimetral</td></tr>
<tr><th>Funcții integrate</th><td>Ceas digital, sistem de dezaburire</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>400 × 800 × 56 mm</td></tr>
<tr><th>Montaj</th><td>Suspendat pe perete</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>460 × 960 × 116 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","40.0","80.0","5.6","1","","3444","Baie > Oglinzi > Oglinzi cu LED","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-ML07A/01.png","","","","Culoare","Negru","1","1","Finisaj","Textură țesătură (cloth)","1","1","Material","Compozit din fibră de carbon","1","1","Dimensiuni","400x800x56 mm","1","1","Oglindă LED ovală cu ceas și dezaburire, ramă neagră","Oglindă de baie ovală cu LED, ceas integrat și sistem de dezaburire, ramă neagră cu textură de țesătură. Dimensiuni 400x800x56 mm, montaj suspendat.","oglinda LED cu ceas","Oglindă LED ovală de baie cu ramă neagră cu textură de țesătură, iluminare perimetrală, montată pe perete","MC-ML07A","import-2026-06"
"simple","MC-ML02A","Oglindă LED ovală cu ceas și sistem dezaburire, ramă neagră texturată","1","0","visible","Oglindă de baie ovală cu iluminare LED, ceas integrat și sistem de dezaburire, încadrată într-o ramă din compozit cu fibră de carbon, finisaj negru cu textură de țesătură. Montaj suspendat, dimensiuni 450x900x56 mm.","<p>Oglindă de baie ovală cu iluminare LED, ceas integrat și sistem de dezaburire, încadrată într-o ramă din compozit cu fibră de carbon, finisaj negru cu textură de țesătură, montaj suspendat.</p>
<table>
<tbody>
<tr><th>Cod intern</th><td>MC-ML02A</td></tr>
<tr><th>Tip produs</th><td>Oglindă LED cu ceas și sistem dezaburire</td></tr>
<tr><th>Material</th><td>Compozit din fibră de carbon</td></tr>
<tr><th>Finisaj / Culoare</th><td>Ramă neagră, textură țesătură</td></tr>
<tr><th>Formă</th><td>Ovală (pastilă)</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>450 × 900 × 56 mm</td></tr>
<tr><th>Montaj</th><td>Suspendat (pe perete)</td></tr>
<tr><th>Echipare</th><td>Iluminare LED, ceas integrat, sistem de dezaburire</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>510 × 960 × 116 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","45.0","90.0","5.6","1","","3603","Baie > Oglinzi > Oglinzi cu LED","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MC-ML02A/01.png","","","","Culoare","Negru","1","1","Finisaj","Textură țesătură","1","1","Material","Compozit din fibră de carbon","1","1","Dimensiuni","450 × 900 × 56 mm","1","1","Oglindă LED ovală cu ceas și dezaburire, ramă neagră","Oglindă de baie ovală cu iluminare LED, ceas integrat și sistem de dezaburire. Ramă neagră cu textură de țesătură, compozit fibră de carbon, 450x900 mm.","oglindă LED cu ceas","Oglindă LED ovală cu ramă neagră texturată, montaj suspendat pe perete","MC-ML02A","import-2026-06"
"simple","MR-G8806-3","Lavoar suspendat riflat pe blat, dreptunghiular cu bazin asimetric, alb mat","1","0","visible","Lavoar suspendat din compozit mineral, cu design riflat (canelat) și colțuri rotunjite. Bazinul dreptunghiular este poziționat asimetric, lăsând o suprafață generoasă de blat. Finisaj alb mat, montaj direct pe perete.","<p>Lavoar suspendat de design, cu corp riflat (canelat) și bazin dreptunghiular asimetric, realizat din compozit mineral cu finisaj alb mat.</p>
<table>
<tbody>
<tr><th>Cod intern</th><td>MR-G8806-3</td></tr>
<tr><th>Tip produs</th><td>Lavoar suspendat pe blat, riflat</td></tr>
<tr><th>Material</th><td>Compozit mineral (piatră compozită / Solid Surface)</td></tr>
<tr><th>Finisaj / Culoare</th><td>Alb mat</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>800 × 450 × 150 mm</td></tr>
<tr><th>Montaj</th><td>Suspendat, fixare directă pe perete</td></tr>
<tr><th>Bazin</th><td>Dreptunghiular cu colțuri rotunjite, poziționat asimetric (suprafață de blat liberă lateral)</td></tr>
<tr><th>Scurgere</th><td>Orificiu central de evacuare; baterie nepreinclusă (montaj pe perete recomandat)</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>890 × 540 × 240 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","80.0","45.0","15.0","1","","1646","Baie > Lavoare > Lavoare suspendate","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MR-G8806-3/01.jpg, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MR-G8806-3/02.png, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MR-G8806-3/03.png","","","","Culoare","Alb","1","1","Finisaj","Mat","1","1","Material","Compozit mineral (Solid Surface)","1","1","Dimensiuni","800 × 450 × 150 mm","1","1","Lavoar suspendat riflat alb mat 800 mm | compozit mineral","Lavoar suspendat riflat din compozit mineral, finisaj alb mat, 800×450×150 mm. Bazin dreptunghiular asimetric, design canelat modern, montaj pe perete.","lavoar suspendat riflat","Lavoar suspendat riflat alb mat din compozit mineral, bazin dreptunghiular asimetric, vedere de ansamblu","MR-G8806-3","import-2026-06"
"simple","MR-88803","Cadă freestanding back-to-wall riflată din compozit mineral, alb mat, 170x80 cm","1","0","visible","Cadă de baie independentă, lipită de perete (back-to-wall), cu fațetă riflată (canelată) și textură țesătură pe orizontală. Realizată din compozit mineral (Solid Surface), finisaj alb mat, formă rotunjită de design. Dimensiuni 1700x800x550 mm.","<p>Cadă freestanding de design, lipită de perete (back-to-wall), cu fațetă riflată și textură țesătură, executată din compozit mineral cu finisaj alb mat.</p>
<table>
<tbody>
<tr><th>Cod intern</th><td>MR-88803</td></tr>
<tr><th>Tip produs</th><td>Cadă freestanding back-to-wall (independentă, lipită de perete), riflată</td></tr>
<tr><th>Material</th><td>Compozit mineral (piatră compozită / Solid Surface)</td></tr>
<tr><th>Finisaj / Culoare</th><td>Alb mat</td></tr>
<tr><th>Textură</th><td>Riflat (canelat), model textură țesătură pe orizontală</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>1700 × 800 × 550 mm</td></tr>
<tr><th>Montaj</th><td>Lipită de perete (back-to-wall), pe pardoseală, fără picioare vizibile</td></tr>
<tr><th>Echipare / Scurgere</th><td>Ventil cu scurgere pop-up (preinstalat)</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>1790 × 890 × 610 mm</td></tr>
</tbody>
</table>","taxable","1","","0","0","","170.0","80.0","55.0","1","","7808","Baie > Căzi de baie > Căzi freestanding","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MR-88803/01.jpg, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MR-88803/02.png, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MR-88803/03.png","","","","Culoare","Alb mat","1","1","Finisaj","Mat, riflat (canelat) cu textură țesătură","1","1","Material","Compozit mineral (Solid Surface)","1","1","Dimensiuni","1700 × 800 × 550 mm","1","1","Cadă freestanding back-to-wall riflată alb mat 170x80 cm","Cadă freestanding back-to-wall riflată din compozit mineral, alb mat, 1700x800x550 mm. Formă rotunjită de design, textură țesătură, ventil pop-up.","cada freestanding back-to-wall riflata","Cadă freestanding back-to-wall riflată din compozit mineral alb mat, lipită de perete","MR-88803","import-2026-06"
"simple","MR-G8806-2","Lavoar dublu suspendat pe blat, riflat, compozit mineral, Alb mat, 1200 mm","1","0","visible","Lavoar dublu de design, suspendat sau pe blat, realizat din compozit mineral cu finisaj Alb mat. Corp riflat (canelat) cu două cuve rectangulare cu colțuri rotunjite, lungime 1200 mm.","<p>Lavoar dublu de design din compozit mineral, cu corp riflat (canelat) și două cuve rectangulare cu colțuri rotunjite, montaj suspendat pe blat.</p>
<table>
<tr><th>Cod intern</th><td>MR-G8806-2</td></tr>
<tr><th>Tip produs</th><td>Lavoar dublu suspendat pe blat, riflat (canelat)</td></tr>
<tr><th>Material</th><td>Compozit mineral (piatră compozită / Solid Surface)</td></tr>
<tr><th>Finisaj / Culoare</th><td>Alb mat</td></tr>
<tr><th>Dimensiuni (L×l×Î)</th><td>1200 × 450 × 150 mm</td></tr>
<tr><th>Număr cuve</th><td>2 (duble)</td></tr>
<tr><th>Montaj</th><td>Suspendat / pe blat, fără orificiu pentru baterie (baterie de perete)</td></tr>
<tr><th>Scurgere</th><td>Orificiu de scurgere, fără preaplin</td></tr>
<tr><th>Dimensiuni ambalaj</th><td>1290 × 540 × 240 mm</td></tr>
</table>","taxable","1","","0","0","","120.0","45.0","15.0","1","","2112","Baie > Lavoare > Lavoare pe blat","","https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MR-G8806-2/01.jpg, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MR-G8806-2/02.png, https://raw.githubusercontent.com/edipopescueduard6-lab/doarbai-import-2026/main/images/MR-G8806-2/03.png","","","","Culoare","Alb mat","1","1","Finisaj","Mat","1","1","Material","Compozit mineral (piatră compozită / Solid Surface)","1","1","Dimensiuni","1200 × 450 × 150 mm","1","1","Lavoar dublu riflat compozit mineral Alb mat 1200 mm","Lavoar dublu suspendat pe blat din compozit mineral, finisaj Alb mat, corp riflat cu doua cuve. Dimensiuni 1200×450×150 mm. Design modern pentru baie.","lavoar dublu riflat alb mat","Lavoar dublu riflat din compozit mineral Alb mat, vedere de sus cu doua cuve rectangulare","MR-G8806-2","import-2026-06"
